Student ID,Gender,Age,Parent Education Level,Hours Studied Per Week,Sleep Hours Per Night,Extracurricular Activities,Math Score,Science Score,English Score,Overall GPA,Absence Rate
STU0610,Male,14,Some College,12.0,9.1,1,82.0,68.8,,3.2,0.161
STU0611,Male,14,Doctorate,51.6,9.2,0,89.0,83.3,94.0,3.56,0.216
STU0612,Male,15,Master's Degree,11.3,4.7,0,47.8,39.6,46.0,1.95,0.058
STU0613,Female,17,Doctorate,18.7,9.2,4,68.7,59.7,60.7,2.36,0.15
STU0614,Male,15,Doctorate,21.3,7.5,4,63.4,66.4,61.2,-1,0.057
STU0615,Female,18,High School,10.2,5.7,4,62.3,55.7,61.4,2.14,0.019
STU0616,Female,18,Bachelor's Degree,57.2,4.8,0,80.7,87.2,86.2,3.52,0.186
STU0617,Male,18,Doctorate,14.7,8.3,1,45.8,59.3,56.5,2.18,0.069
STU0618,Male,15,Master's Degree,40.8,10.2,0,73.7,71.3,72.6,3.04,0.249
STU0619,Female,15,Doctorate,51.0,11.2,4,98.7,95.5,96.4,4.0,0.067
STU0620,Male,14,Master's Degree,4.8,8.7,3,45.5,39.5,49.0,1.52,0.016
STU0621,Female,17,Some College,41.3,8.5,2,86.2,87.6,98.8,3.96,0.017
STU0622,Male,14,Some College,58.0,11.2,3,74.9,84.4,82.1,3.22,0.187
STU0623,Female,18,Some College,51.8,10.5,1,97.2,90.3,99.9,3.54,0.201
STU0624,Male,17,Master's Degree,22.6,6.1,2,55.8,49.1,51.8,2.15,0.181
STU0625,Male,18,Master's Degree,15.4,7.3,4,68.4,70.1,75.1,2.9,0.002
STU0626,Female,16,Bachelor's Degree,15.5,4.5,1,51.3,46.4,52.7,2.06,0.148
STU0627,Female,17,Doctorate,6.4,6.2,0,34.2,45.6,36.4,1.44,0.082
STU0628,Male,18,Doctorate,7.7,4.9,0,unknown,42.2,50.7,1.79,0.24
STU0629,Female,17,Some College,53.2,6.8,4,61.8,67.1,58.6,2.62,0.11
STU0630,Male,16,Some College,1.1,11.1,2,42.5,45.4,44.0,1.92,0.013
STU0631,Male,17,Doctorate,9.7,7.6,0,52.1,48.7,60.7,1.8,0.218
STU0632,Female,14,Bachelor's Degree,1.8,10.5,3,59.2,54.4,63.5,2.61,0.145
STU0633,Male,7,Master's Degree,37.9,8.8,4,68.0,64.1,73.3,2.51,0.064
STU0634,Male,17,Doctorate,5.6,8.1,3,48.1,48.1,51.5,1.78,0.199
STU0635,Female,17,Some College,9.0,5.7,2,61.4,54.4,68.2,2.25,0.146
STU0636,Female,15,Doctorate,54.3,9.3,2,83.2,75.3,74.2,3.56,0.195
STU0637,Female,14,High School,45.1,9.1,3,91.0,87.7,85.8,3.77,0.157
STU0638,Female,16,Doctorate,17.3,5.5,3,52.2,46.3,48.5,1.95,0.242
STU0639,Male,16,Bachelor's Degree,30.4,11.9,1,64.6,71.7,70.5,2.91,0.009
STU0640,Female,18,High School,23.1,4.3,0,48.5,53.4,52.5,1.76,0.228
STU0641,Male,14,High School,38.1,6.1,1,68.5,56.2,62.4,2.5,0.066
STU0642,Female,18,Master's Degree,23.2,11.1,3,67.5,61.3,63.3,2.84,0.104
STU0643,Male,14,Some College,14.0,11.8,0,63.7,72.6,50.6,2.5,0.057
STU0644,Female,14,Doctorate,46.1,5.7,1,64.2,62.0,73.4,2.85,-0.3
STU0645,Male,15,Bachelor's Degree,58.7,10.2,4,86.4,88.5,81.2,3.61,0.001
STU0646,Male,16,Bachelor's Degree,12.1,6.9,4,76.6,69.7,70.1,2.93,0.005
STU0647,Male,14,Doctorate,6.5,3.7,0,45.6,51.9,57.5,2.24,0.101
STU0648,Male,17,Some College,39.2,12.0,4,72.4,81.5,73.5,2.81,0.087
STU0649,Female,18,Master's Degree,44.3,4.5,0,77.0,86.2,88.8,3.31,0.023
STU0650,Male,14,Doctorate,7.7,10.6,1,72.8,77.7,68.8,2.84,0.202
STU0651,Female,7,Doctorate,52.5,5.8,2,79.7,88.5,69.3,3.03,0.225
STU0652,Male,7,High School,2.3,5.2,0,50.3,59.5,47.9,2.47,0.147
STU0653,Female,18,Bachelor's Degree,31.8,7.2,2,84.0,69.9,88.1,3.17,0.227
STU0654,Male,14,Doctorate,31.1,12.0,2,80.6,83.9,73.1,3.29,0.006
STU0655,Female,17,Some College,21.2,10.2,3,58.1,62.4,68.6,2.33,0.064
STU0656,Male,17,High School,58.5,11.2,4,83.1,78.1,76.3,3.21,0.081
STU0657,Male,17,Doctorate,10.6,10.2,1,62.4,66.5,60.6,2.88,0.247
STU0658,Male,4,Master's Degree,6.3,11.5,1,60.8,56.5,55.4,2.55,0.071
STU0659,Female,17,High School,37.6,10.1,0,64.1,67.6,76.8,2.58,0.006
STU0660,Female,18,Bachelor's Degree,17.7,6.5,4,63.9,58.6,69.7,2.34,0.013
STU0661,Female,15,Master's Degree,16.7,11.5,3,71.7,88.7,62.7,3.21,0.231
STU0662,Male,17,Master's Degree,47.4,11.2,2,88.8,92.1,88.5,3.63,0.03
STU0663,Female,18,High School,36.7,3.2,4,tbd,65.3,64.9,2.65,0.148
STU0664,Female,18,Some College,43.0,9.8,0,73.5,77.1,70.0,3.04,0.089
STU0665,Female,17,Bachelor's Degree,8.0,6.3,0,47.0,39.1,41.6,1.53,0.158
STU0666,Female,14,Master's Degree,13.1,9.7,3,45.2,56.5,47.0,1.73,0.157
STU0667,Female,17,Some College,32.2,9.9,3,67.0,60.6,71.2,2.6,0.02
STU0668,Female,,Master's Degree,25.6,10.1,0,63.7,70.8,74.8,2.28,0.002
STU0669,Male,18,Some College,15.2,10.6,0,--,64.0,70.4,2.63,0.246
STU0670,Female,14,Bachelor's Degree,38.2,3.7,4,65.3,79.0,73.1,2.87,0.143
STU0671,Male,15,High School,26.3,11.3,3,76.4,79.4,70.6,2.75,0.008
STU0672,Female,17,Master's Degree,33.7,8.9,3,82.1,88.7,78.5,3.22,0.093
STU0673,Female,14,High School,56.6,11.4,4,75.4,65.4,66.7,2.6,0.111
STU0674,Female,17,Some College,18.8,4.0,2,60.0,56.7,56.8,1.99,0.202
STU0675,Male,17,Doctorate,25.8,7.3,4,56.2,45.0,42.8,1.85,0.077
STU0676,Female,15,Doctorate,4.1,8.5,2,57.2,58.5,63.1,2.42,0.03
STU0677,Female,16,High School,52.8,4.7,4,76.4,82.6,87.9,3.09,0.051
STU0678,Male,16,Some College,25.6,8.7,1,86.7,65.5,86.1,2.84,0.198
STU0679,Female,15,Bachelor's Degree,45.6,7.3,4,93.6,97.3,91.5,3.74,0.035
STU0680,Female,15,Some College,52.0,3.2,4,81.2,83.0,80.9,3.44,0.135
STU0681,Male,15,Doctorate,10.6,6.9,3,69.9,64.7,75.2,3.03,0.229
STU0682,Female,14,Doctorate,12.8,4.6,2,unknown,57.4,42.6,1.67,0.165
STU0683,Female,17,Bachelor's Degree,18.5,3.4,3,73.0,55.7,64.0,2.75,0.224
STU0684,Male,18,Doctorate,2.3,6.0,2,44.8,49.0,53.7,1.89,0.135
STU0685,Male,15,Doctorate,48.3,6.0,0,57.5,66.2,57.0,2.28,0.023
STU0686,Male,4,Some College,34.7,7.2,1,78.3,84.9,82.5,3.56,0.115
STU0687,Female,18,Bachelor's Degree,13.1,7.3,0,48.6,44.4,42.9,1.59,0.152
STU0688,Female,15,Master's Degree,45.2,9.2,4,79.6,75.1,79.2,3.03,0.174
STU0689,Female,17,Some College,20.9,10.7,0,62.8,68.2,69.9,2.65,0.105
STU0690,Male,17,High School,48.1,11.1,0,97.0,93.8,79.7,3.85,0.046
STU0691,Female,15,Master's Degree,17.4,12.0,3,90.6,98.9,96.6,3.7,0.019
STU0692,Female,14,Bachelor's Degree,37.0,9.4,4,70.8,73.3,79.3,3.08,0.208
STU0693,Female,14,Doctorate,5.5,3.0,0,62.7,52.5,49.3,2.38,0.007
STU0694,Male,15,High School,3.4,5.2,0,41.0,36.6,32.5,1.43,0.25
STU0695,Female,18,Bachelor's Degree,27.1,6.2,3,76.0,82.2,76.3,3.02,0.015
STU0696,Male,14,Some College,35.6,3.9,0,61.5,53.7,48.3,1.99,0.017
STU0697,Female,18,Master's Degree,8.2,3.6,2,42.9,31.8,31.1,1.48,0.122
STU0698,Female,15,High School,44.7,6.4,1,75.3,78.9,89.9,3.08,0.239
STU0699,Female,18,Master's Degree,39.3,7.7,4,94.5,89.4,86.4,9,0.186
STU0700,Female,14,Doctorate,37.8,7.2,3,76.5,86.5,72.7,2.83,0.066
STU0701,Male,16,High School,20.6,8.2,0,90.8,77.3,72.6,3.17,0.145
STU0702,Female,17,High School,36.4,4.5,1,65.1,55.7,68.1,2.33,0.01
STU0703,Female,17,Doctorate,33.3,9.5,4,70.8,82.8,85.3,3.1,0.138
STU0704,Male,14,High School,none,3.1,4,64.9,61.5,71.0,2.55,0.096
STU0705,Female,18,Some College,11.4,8.5,3,60.8,42.0,55.1,2.15,0.025
STU0706,Female,14,High School,53.7,6.3,2,89.5,89.3,94.8,3.8,0.02
STU0707,Female,16,Master's Degree,34.1,4.4,4,72.8,71.6,77.7,2.78,0.078
STU0708,Female,14,Bachelor's Degree,18.7,9.4,4,60.3,48.9,51.9,2.24,0.049
STU0709,Male,14,Bachelor's Degree,31.8,11.3,4,63.5,66.8,71.0,2.94,0.053
STU0710,Male,15,Master's Degree,34.3,8.7,3,78.4,87.1,87.1,3.38,0.225
STU0711,Male,18,Some College,9.3,3.5,2,48.5,43.1,40.8,1.7,0.115
STU0712,Female,17,Some College,24.4,7.3,1,--,65.0,54.3,2.63,0.011
STU0713,Female,15,Doctorate,167.0,7.3,4,80.6,68.1,83.2,3.39,0.129
STU0714,Male,18,Some College,??,10.0,0,61.8,55.1,63.5,2.34,0.16
STU0715,Male,14,Doctorate,,11.8,0,69.8,57.4,58.7,2.43,0.172
STU0716,Female,14,High School,27.9,10.8,3,87.5,73.2,82.7,3.29,0.147
STU0717,Male,99,High School,33.4,4.6,1,72.4,87.3,83.8,3.23,0.207
STU0718,Male,17,Doctorate,30.0,8.1,0,85.9,94.5,84.9,3.72,0.087
STU0719,Female,16,Doctorate,12.8,7.2,2,60.4,60.9,63.0,1.9,0.159
STU0720,Female,18,Doctorate,12.9,10.8,3,57.7,51.4,57.3,2.13,0.187
STU0721,Male,14,High School,39.5,7.6,2,95.0,100,82.8,3.63,0.044
STU0722,Male,15,Bachelor's Degree,46.4,9.4,3,85.8,76.6,86.7,3.43,0.096
STU0723,Female,17,Master's Degree,50.0,8.5,4,100,100,100,3.87,0.12
STU0724,Female,14,Bachelor's Degree,1.6,4.5,4,63.6,46.6,55.7,2.42,0.224
STU0725,Female,17,Bachelor's Degree,32.4,4.5,3,58.5,49.4,64.9,2.43,0.235
STU0726,Female,14,Some College,17.1,11.5,0,65.1,71.6,,2.52,0.232
STU0727,Male,14,Master's Degree,28.0,9.7,3,67.6,55.9,63.5,2.18,0.097
STU0728,Male,16,Master's Degree,55.7,7.7,2,96.1,93.8,78.6,3.72,0.179
STU0729,Female,16,Some College,30.2,3.2,2,72.4,75.3,60.0,3.12,0.157
STU0730,Male,18,Bachelor's Degree,49.0,11.8,0,99.9,100,100,3.7,0.198
STU0731,Female,99,Master's Degree,39.8,7.0,0,53.9,76.6,77.1,2.69,0.049
STU0732,Female,14,Bachelor's Degree,43.5,11.6,0,92.0,86.5,79.3,3.42,0.026
STU0733,Male,18,Master's Degree,44.7,7.1,2,73.3,55.8,70.7,2.5,0.08
STU0734,Male,18,Doctorate,50.6,6.5,4,76.0,78.9,97.6,3.03,0.102
STU0735,Female,14,Some College,21.4,8.6,4,66.5,65.8,69.9,2.56,0.156
STU0736,Male,16,Bachelor's Degree,46.7,8.8,0,74.8,78.6,81.6,3.1,0.115
STU0737,Male,17,Bachelor's Degree,35.2,7.9,,84.4,85.6,88.1,3.47,0.045
STU0738,Male,18,Bachelor's Degree,14.1,4.2,4,52.8,62.7,56.8,2.2,0.076
STU0739,Male,17,Some College,33.7,7.6,4,72.4,76.7,65.4,3.04,0.009
STU0740,Female,14,Some College,6.7,6.6,1,50.5,47.1,43.3,1.93,0.087
STU0741,Male,16,Some College,12.9,5.3,4,40.7,47.3,46.4,1.61,0.183
STU0742,Female,18,Doctorate,23.1,4.3,1,84.2,77.6,78.8,3.14,0.22
STU0743,Male,18,Master's Degree,58.3,6.1,4,83.5,71.6,86.0,3.03,0.011
STU0744,Female,16,High School,36.2,7.5,0,64.1,67.3,75.6,2.89,0.218
STU0745,Female,14,Master's Degree,22.7,6.5,1,75.4,72.5,72.5,3.11,0.059
STU0746,Female,18,High School,55.1,11.2,0,100,100,91.3,3.69,0.079
STU0747,Female,17,Bachelor's Degree,25.3,11.1,4,54.5,69.7,69.8,2.39,0.221
STU0748,Female,15,Master's Degree,2.0,7.7,3,31.4,28.5,24.6,0.93,0.063
STU0749,Female,17,High School,10.3,6.8,1,66.0,66.9,57.0,2.83,0.092
STU0750,Male,14,Some College,38.4,7.8,0,67.8,81.9,73.8,2.91,0.081
STU0751,Female,16,Bachelor's Degree,32.0,10.6,0,66.6,70.4,74.4,2.7,0.06
STU0752,Male,16,Master's Degree,37.1,11.2,2,74.4,63.8,72.5,2.9,0.198
STU0753,Female,18,Bachelor's Degree,31.1,3.8,0,63.6,41.8,52.0,1.87,0.195
STU0754,Female,15,Some College,14.5,4.1,3,46.8,33.7,42.7,1.93,0.223
STU0755,Female,14,Doctorate,16.2,8.3,2,54.1,61.9,53.5,2.52,0.08
STU0756,Male,16,Doctorate,51.2,6.4,0,85.7,80.0,84.0,3.36,0.009
STU0757,Female,17,Some College,33.8,6.0,3,69.9,78.8,79.3,3.54,0.195
STU0758,Male,16,Bachelor's Degree,4.6,9.8,1,31.6,27.5,28.0,1.61,0.066
STU0759,Male,18,High School,35.0,3.8,3,85.9,92.2,,3.28,0.197
STU0760,Male,15,Bachelor's Degree,37.6,6.2,0,80.6,76.9,89.1,3.51,0.041
STU0761,Female,16,Doctorate,8.8,9.6,3,65.1,59.9,59.3,2.24,2.4
STU0762,Male,15,High School,10.6,4.4,0,37.9,51.3,37.0,1.41,0.081
STU0763,Male,16,Master's Degree,41.0,11.0,1,77.5,67.5,79.3,2.61,0.239
STU0764,Female,17,High School,23.6,11.9,4,63.9,56.0,44.6,2.48,0.212
STU0765,Male,15,Bachelor's Degree,31.6,7.6,1,62.5,59.2,67.8,2.59,0.073
STU0766,Male,16,Some College,18.1,4.4,1,59.0,48.4,47.9,1.8,0.124
STU0767,Male,17,Doctorate,50.5,3.5,3,85.8,93.9,96.6,3.57,0.166
STU0768,Female,15,Doctorate,38.6,7.3,3,56.7,60.7,71.3,2.49,0.124
STU0769,Female,15,Master's Degree,57.5,10.0,0,100,100,100,4.0,0.039
STU0770,Male,14,Doctorate,27.5,10.6,4,65.3,72.9,72.4,2.67,0.011
STU0771,Female,18,Doctorate,9.1,7.3,2,44.5,36.9,41.7,1.81,0.236
STU0772,Male,16,Bachelor's Degree,15.9,8.3,4,tbd,84.7,91.5,3.16,0.197
STU0773,Male,15,Some College,29.9,3.2,4,71.2,84.7,73.6,3.23,0.174
STU0774,Male,18,Some College,8.5,8.6,1,53.4,47.2,65.5,2.34,0.242
STU0775,Male,14,Some College,54.3,9.3,0,91.2,100,92.6,4.0,0.161
STU0776,Male,14,Some College,37.6,11.3,4,68.8,69.6,77.4,2.75,0.113
STU0777,Male,17,High School,46.4,7.7,0,,74.6,73.6,3.12,0.227
STU0778,Female,14,Some College,25.2,3.1,0,55.7,60.2,44.4,2.0,0.026
STU0779,Male,15,Bachelor's Degree,38.1,11.4,0,87.3,91.0,100,4.0,0.23
STU0780,Female,17,Doctorate,22.9,10.4,0,69.5,66.4,72.4,3.0,0.214
STU0781,Female,17,Some College,32.1,4.9,0,62.2,65.7,78.6,2.78,0.18
STU0782,Male,14,Master's Degree,23.9,8.2,2,72.4,71.2,77.4,2.98,0.032
STU0783,Female,14,Doctorate,52.5,4.6,2,63.5,63.2,81.0,2.9,0.06
STU0784,Female,18,Master's Degree,14.2,10.8,3,55.2,56.2,53.5,2.39,0.188
STU0785,Female,18,Doctorate,10.4,7.7,1,N/A,50.2,41.9,1.66,0.138
STU0786,Female,18,Some College,43.5,10.4,0,70.4,62.7,65.0,2.98,0.242
STU0787,Male,17,Master's Degree,41.1,6.4,1,55.1,61.0,48.7,2.21,0.134
STU0788,Male,14,Master's Degree,46.2,7.2,4,79.1,75.7,65.0,2.87,0.138
STU0789,Male,14,Master's Degree,19.4,3.2,3,47.4,50.0,52.6,2.35,0.023
STU0790,Female,18,Bachelor's Degree,35.8,6.4,0,83.5,79.2,80.6,3.45,0.215
STU0791,Male,14,Bachelor's Degree,49.8,11.0,3,100,100,100,4.0,0.057
STU0792,Female,16,Doctorate,44.7,9.0,1,92.4,75.3,86.9,3.13,0.006
STU0793,Male,15,High School,55.4,8.6,2,83.5,71.5,76.7,3.3,0.119
STU0794,Female,18,High School,15.7,5.7,0,65.5,54.2,62.5,2.74,0.122
STU0795,Female,14,Bachelor's Degree,54.8,6.8,0,72.0,54.9,70.0,2.69,0.187
STU0796,Female,15,High School,35.0,6.9,2,69.5,62.4,66.5,2.73,0.15
STU0797,Female,17,Master's Degree,20.4,3.3,1,50.1,59.8,42.8,1.88,0.031
STU0798,Male,14,Some College,50.1,9.3,1,78.3,66.6,80.1,2.75,0.23
STU0799,Female,16,Some College,55.5,4.2,4,79.0,75.8,77.3,3.04,0.209
STU0800,Male,15,Doctorate,33.9,10.6,1,65.9,79.4,75.6,2.76,0.06
STU0801,Male,15,Doctorate,16.0,9.1,4,57.0,58.1,62.8,2.14,0.168
STU0802,Female,14,Some College,20.3,9.7,0,53.5,50.7,51.7,2.0,0.113
STU0803,Male,18,High School,57.2,11.8,1,90.7,86.7,78.2,3.65,2.4
STU0804,Female,18,,29.6,7.2,1,65.1,63.4,62.0,2.49,0.165
STU0805,Male,17,High School,47.1,3.9,0,79.8,71.8,69.7,2.93,0.182
STU0806,Female,16,Some College,17.5,11.9,2,64.3,46.6,47.6,2.36,0.168
STU0807,Female,14,High School,7.8,7.1,3,51.7,49.6,55.7,1.88,0.027
STU0808,Female,17,Master's Degree,46.5,8.2,2,94.8,98.7,90.9,3.82,0.215
STU0809,Female,16,High School,3.0,4.1,4,52.5,48.0,56.3,2.0,0.035
STU0810,Male,14,Master's Degree,47.2,8.7,2,96.8,100,97.4,3.89,0.031
STU0811,Male,15,Bachelor's Degree,9.9,11.6,3,60.1,44.3,54.9,2.04,0.077
STU0812,Male,15,Some College,55.4,9.4,3,95.4,86.3,89.9,3.6,0.015
STU0813,Male,17,Bachelor's Degree,25.7,11.2,4,77.7,80.1,92.3,3.43,0.162
STU0814,Male,14,Some College,8.2,10.2,3,49.3,34.9,41.3,1.69,0.173
STU0815,Female,15,Bachelor's Degree,8.6,7.9,0,51.0,54.8,56.9,2.3,0.099
STU0816,Female,14,High School,33.2,5.7,4,58.0,60.2,63.9,2.34,0.156
STU0817,Female,18,Some College,26.2,4.9,1,85.0,79.8,85.4,3.19,0.042
STU0818,Male,17,High School,25.7,10.7,0,81.1,60.4,67.8,2.8,0.096
STU0819,Female,17,Master's Degree,1.8,11.5,1,52.4,67.4,58.7,2.21,0.219
STU0820,Male,16,Master's Degree,40.3,3.8,3,63.3,64.1,62.0,2.47,0.123
STU0821,Female,16,Bachelor's Degree,30.8,5.6,0,49.7,49.0,58.4,2.17,0.248
STU0822,Male,15,Bachelor's Degree,38.9,11.0,0,63.7,74.6,71.9,2.84,0.085
STU0823,Female,17,Master's Degree,5.4,10.0,2,50.3,52.7,67.7,2.52,0.245
STU0824,Female,17,Some College,51.5,10.3,4,83.3,87.9,89.4,3.45,0.071
STU0825,Female,14,Some College,26.5,6.2,3,58.5,56.6,40.6,2.06,0.218
STU0826,Male,18,Bachelor's Degree,0.3,3.9,2,33.7,50.8,32.6,1.69,0.145
STU0827,Male,17,Bachelor's Degree,27.3,3.1,4,51.8,55.9,50.3,2.17,0.049
STU0828,Male,18,Doctorate,25.0,9.5,3,76.0,60.1,76.7,2.86,0.075
STU0829,Female,3,Master's Degree,52.9,3.7,4,72.6,84.2,77.9,3.18,0.058
STU0830,Female,17,Doctorate,34.6,5.8,3,64.5,70.1,62.2,2.68,0.211
STU0831,Female,18,Doctorate,23.2,4.0,4,69.0,72.6,69.0,3.05,0.195
STU0832,Female,16,Some College,10.8,6.1,0,N/A,27.1,39.9,1.73,0.054
STU0833,Female,17,Bachelor's Degree,5.2,9.2,0,60.7,54.3,59.1,2.51,0.204
STU0834,Female,17,Master's Degree,8.9,8.7,1,48.1,55.4,47.8,2.1,0.097
STU0835,Male,18,Bachelor's Degree,33.8,7.5,4,86.7,77.2,86.6,3.46,0.053
STU0836,Male,14,Doctorate,16.7,11.4,3,75.1,73.3,68.7,2.86,0.209
STU0837,Male,15,High School,none,10.2,3,38.7,34.7,36.5,1.34,0.081
STU0838,Female,17,Bachelor's Degree,14.3,3.7,1,47.8,45.9,48.7,2.04,0.029
STU0839,Female,14,Master's Degree,59.7,10.8,2,100,98.8,99.6,3.63,0.041
STU0840,Female,,Doctorate,41.3,6.3,1,57.6,51.7,60.8,2.42,0.161
STU0841,Male,16,High School,36.8,5.3,1,48.2,53.9,67.0,2.29,0.02
STU0842,Female,16,Doctorate,59.6,7.2,0,91.2,85.2,94.3,3.54,0.176
STU0843,Male,17,High School,54.9,6.9,1,92.7,96.8,100,4.0,0.003
STU0844,Male,17,Bachelor's Degree,58.2,,0,83.7,86.5,87.4,3.33,0.197
STU0845,Male,14,High School,54.5,3.8,2,92.8,99.1,96.5,3.78,0.034
STU0846,Female,18,,11.0,11.5,4,44.3,40.3,43.6,1.77,0.169
STU0847,Female,18,Master's Degree,39.3,10.4,0,91.5,90.9,85.2,3.84,0.057
STU0848,Female,16,High School,53.4,8.0,0,69.1,65.4,69.0,2.78,0.025
STU0849,Male,16,Doctorate,11.8,10.6,4,44.8,64.7,51.0,2.08,0.025
STU0850,Male,14,Doctorate,25.1,6.1,3,73.9,76.0,81.0,9,0.029
STU0851,Male,17,Bachelor's Degree,45.2,4.9,4,66.5,75.0,81.4,3.11,0.025
STU0852,Female,15,,34.7,9.1,4,81.1,91.6,98.0,3.45,0.049
STU0853,Male,16,Bachelor's Degree,52.0,9.4,3,83.5,91.9,77.8,3.58,0.003
STU0854,Male,17,High School,20.2,11.2,2,80.8,76.9,81.0,3.1,0.011
STU0855,Male,14,Doctorate,44.6,8.8,2,86.0,84.5,94.0,3.79,0.087
STU0856,Male,15,Bachelor's Degree,55.1,8.8,4,100,100,100,3.96,0.235
STU0857,Female,17,Doctorate,2.3,7.6,2,37.6,40.1,30.0,1.49,0.179
STU0858,Male,18,Bachelor's Degree,a lot,4.7,1,77.0,78.6,74.9,3.24,0.183
STU0859,Male,14,Master's Degree,15.6,7.8,1,55.6,68.3,63.6,2.48,0.087
STU0860,Male,16,Bachelor's Degree,38.5,5.3,2,72.9,65.1,74.6,2.58,0.123
STU0861,Female,14,Some College,44.6,7.6,2,86.5,77.7,88.0,3.41,
STU0862,Female,18,Some College,1.9,9.5,2,58.2,63.3,48.3,2.32,0.029
STU0863,Male,14,Some College,??,11.8,2,52.9,44.9,44.1,1.68,0.009
STU0864,Male,18,Bachelor's Degree,43.8,6.7,3,78.9,75.0,66.4,2.96,0.213
STU0865,Female,16,Master's Degree,8.6,7.3,4,59.1,59.7,56.9,2.6,0.07
STU0866,Female,14,Bachelor's Degree,6.8,11.5,4,60.7,47.4,59.0,2.46,0.016
STU0867,Female,15,High School,18.4,6.2,4,53.8,51.4,57.8,1.98,0.144
STU0868,Female,4,Some College,9.8,5.6,2,54.9,54.1,59.3,2.18,0.094
STU0869,Female,18,Some College,52.1,4.9,1,85.0,86.3,89.0,3.33,0.109
STU0870,Male,18,Doctorate,59.5,9.2,3,81.4,83.4,85.9,3.62,1.8
STU0871,Male,7,Some College,43.0,6.6,2,73.9,87.0,90.7,3.65,0.032
STU0872,Male,14,Bachelor's Degree,4.5,5.6,1,58.1,45.5,52.0,1.99,0.184
STU0873,Male,16,Bachelor's Degree,5.6,6.2,1,56.1,70.3,60.2,2.56,0.239
STU0874,Female,17,Doctorate,31.3,10.7,2,71.5,72.3,67.6,2.65,0.238
STU0875,Male,18,Some College,32.3,,2,62.8,74.3,59.8,2.81,0.09
STU0876,Male,14,High School,51.0,3.1,4,77.2,70.9,68.4,2.64,0.199
STU0877,Female,17,Doctorate,32.0,6.7,2,51.2,58.7,54.4,2.27,0.087
STU0878,Female,18,Master's Degree,50.7,10.6,1,84.0,91.0,100,3.9,0.141
STU0879,Male,15,Doctorate,32.4,6.3,1,75.5,84.9,74.1,3.26,0.07
STU0880,Female,16,Doctorate,45.3,10.9,1,75.7,67.1,72.4,2.84,0.012
STU0881,Male,16,Some College,1.2,5.8,4,36.0,50.1,45.5,1.47,0.018
STU0882,Female,14,Bachelor's Degree,34.8,7.1,4,68.7,69.9,75.7,2.82,0.071
STU0883,Female,7,Bachelor's Degree,52.2,10.2,1,tbd,78.8,76.0,2.59,0.127
STU0884,Male,18,Master's Degree,18.6,10.8,1,72.6,69.3,76.8,2.76,0.033
STU0885,Male,15,Some College,47.1,11.4,4,100.0,93.8,95.9,3.59,0.039
STU0886,Female,15,Doctorate,12.6,6.6,2,66.2,44.2,51.4,2.27,0.166
STU0887,Male,17,Bachelor's Degree,24.9,11.6,3,77.4,76.0,82.9,3.13,0.118
STU0888,Female,16,Bachelor's Degree,2.2,4.5,3,60.4,62.1,64.2,2.48,0.204
STU0889,Female,15,High School,7.7,9.6,1,54.6,60.9,53.0,2.05,0.182
STU0890,Female,14,Doctorate,17.0,11.7,0,65.6,55.3,57.8,2.31,0.043
STU0891,Male,17,Master's Degree,197.2,,3,49.1,42.4,29.8,2.06,0.006
STU0892,Female,16,High School,14.2,10.6,4,72.2,63.7,74.5,2.86,0.243
STU0893,Female,14,Some College,13.5,6.5,4,69.3,63.6,60.9,2.53,0.1
STU0894,Male,17,Bachelor's Degree,5.5,10.9,0,52.3,51.2,36.1,1.89,0.18
STU0895,Male,16,Some College,59.8,5.1,0,72.7,73.5,74.2,2.82,0.189
STU0896,Female,16,Doctorate,35.1,11.9,1,88.9,92.0,88.4,3.37,0.189
STU0897,Male,17,Doctorate,56.8,11.9,1,94.3,87.3,92.3,3.88,0.205
STU0898,Male,15,Doctorate,41.6,8.6,4,77.1,80.6,78.8,3.16,0.194
STU0899,Male,16,High School,19.6,5.2,3,43.6,38.4,51.1,2.38,0.053
STU0900,Female,15,Some College,53.3,5.8,3,84.7,94.6,85.1,3.76,0.201
STU0901,Female,16,High School,8.6,5.4,2,53.8,63.4,58.5,2.06,0.101
STU0902,Female,18,Bachelor's Degree,5.8,4.9,0,31.0,51.1,42.5,1.58,0.201
STU0903,Female,15,Some College,51.6,3.8,0,83.4,86.3,79.9,3.11,0.041
STU0904,Female,18,Some College,4.7,3.1,1,44.9,54.7,35.1,1.76,0.23
STU0905,Male,,Doctorate,57.5,9.2,1,88.8,90.5,83.4,3.26,0.022
STU0906,Male,18,Bachelor's Degree,49.0,5.0,2,89.5,84.7,83.4,3.62,0.002
STU0907,Female,14,Doctorate,27.0,8.8,0,69.7,64.3,80.2,2.76,0.161
STU0908,Male,18,Some College,48.1,4.1,2,90.1,99.0,99.8,3.79,0.046
STU0909,Female,14,Bachelor's Degree,43.4,5.8,2,72.4,81.6,89.9,3.25,0.038
STU0910,Female,18,Some College,5.8,8.9,2,67.2,68.3,61.4,2.58,0.015
STU0911,Female,17,Doctorate,26.8,3.9,2,39.1,38.5,47.3,1.5,0.085
STU0912,Female,14,Doctorate,11.4,5.3,3,65.7,59.3,42.9,2.34,0.039
STU0913,Male,3,Doctorate,51.1,6.1,1,90.9,95.5,97.6,3.68,0.018
